num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,status_type,Aktual,Prediksi_RandomForest,Prediksi_LogisticRegression
-0.4801257936841129,-0.25435412331087776,-0.30698145448740916,-0.460241173232331,-0.3224367508808879,-0.14695911338297635,-0.1758707090816169,-0.1508759152163443,-0.17295668841466855,-0.7545812896230781,,,
-0.49719667742267565,-0.25435412331087776,-0.30698145448740916,-0.4777997580462719,-0.3224367508808879,-0.14695911338297635,-0.1758707090816169,-0.1508759152163443,-0.17295668841466855,1.328040914181258,,,
3.9711071411461267,-0.013712896216810329,0.21530836897394331,4.118159817002766,-0.3224367508808879,-0.14695911338297635,-0.1758707090816169,-0.1508759152163443,-0.17295668841466855,-0.7545812896230781,,,
0.2752608117472892,-0.25435412331087776,-0.2301741275077985,0.3167262047845551,-0.3224367508808879,-0.14695911338297635,-0.1758707090816169,-0.1508759152163443,-0.17295668841466855,-0.7545812896230781,0.0,0.0,0.0
-0.4054406773279008,-0.2509648102532148,-0.30698145448740916,-0.3834223646713394,-0.3224367508808879,-0.14695911338297635,-0.1758707090816169,-0.1508759152163443,-0.17295668841466855,-0.7545812896230781,0.0,0.0,0.0
-0.49719667742267565,-0.25435412331087776,-0.30698145448740916,-0.4777997580462719,-0.3224367508808879,-0.14695911338297635,-0.1758707090816169,-0.1508759152163443,-0.17295668841466855,1.328040914181258,0.0,0.0,0.0
-0.42677928200110427,-0.24531595515710997,-0.30698145448740916,-0.40756541879050817,-0.2974419974555377,-0.14695911338297635,-0.1758707090816169,-0.1508759152163443,-0.17295668841466855,-0.7545812896230781,,,
-0.4715903518148315,-0.25435412331087776,-0.30698145448740916,-0.4514618808253605,-0.3224367508808879,-0.14695911338297635,-0.1758707090816169,-0.1508759152163443,-0.17295668841466855,-0.7545812896230781,,,
-0.48225965415143324,-0.25435412331087776,-0.2993007217894481,-0.4646308194358162,-0.2974419974555377,-0.14695911338297635,-0.1758707090816169,-0.1508759152163443,-0.17295668841466855,-0.7545812896230781,,,
1.5683802549434183,-0.20238465642671297,-0.2762585236955649,1.6467890044405806,-0.3224367508808879,-0.14695911338297635,-0.1758707090816169,-0.1508759152163443,-0.17295668841466855,1.328040914181258,0.0,0.0,0.0
0.113087416230943,4.038775749728822,2.8113960208847835,-0.03664031459600607,1.702138276572482,-0.14695911338297635,0.5554471571412776,-0.1508759152163443,1.3584023738439353,1.328040914181258,,,
-0.08322774676252874,-0.23740755802256314,-0.30698145448740916,-0.06736783802040269,-0.22245773717948694,0.18577850182376257,-0.1758707090816169,-0.1508759152163443,-0.17295668841466855,-0.7545812896230781,,,
-0.34142486330829047,-0.2475754971955519,-0.28393925639352596,-0.3175776716190609,-0.3224367508808879,-0.14695911338297635,-0.1758707090816169,-0.1508759152163443,-0.17295668841466855,-0.7545812896230781,,,
-0.4907950960207146,-0.25435412331087776,-0.30698145448740916,-0.47121528874104407,-0.3224367508808879,-0.14695911338297635,-0.1758707090816169,-0.1508759152163443,-0.17295668841466855,1.328040914181258,,,
0.2645915094106875,1.178195529061317,1.1216348273333492,0.134555887339918,1.5021802491696803,-0.036046574980730044,0.5554471571412776,0.4604316722981542,-0.17295668841466855,1.328040914181258,,,
-0.46305490994555015,-0.2520945812724358,-0.2993007217894481,-0.44487741152013266,-0.2974419974555377,-0.14695911338297635,-0.1758707090816169,-0.1508759152163443,-0.17295668841466855,-0.7545812896230781,,,
-0.33929100284097014,-0.2509648102532148,-0.2993007217894481,-0.3175776716190609,-0.3224367508808879,-0.14695911338297635,0.06790191299268127,-0.1508759152163443,-0.17295668841466855,-0.7545812896230781,0.0,0.0,0.0
-0.4673226308801908,-0.25435412331087776,-0.30698145448740916,-0.44926705772361786,-0.2974419974555377,-0.14695911338297635,-0.1758707090816169,-0.1508759152163443,-0.17295668841466855,-0.7545812896230781,,,
-0.46092104947822976,-0.2475754971955519,-0.30698145448740916,-0.4404877653166474,-0.3224367508808879,-0.14695911338297635,-0.1758707090816169,-0.1508759152163443,-0.17295668841466855,-0.7545812896230781,,,
-0.2859444911579615,-0.2475754971955519,-0.26089705829964277,-0.2605122709737529,-0.3224367508808879,-0.14695911338297635,-0.1758707090816169,-0.1508759152163443,-0.17295668841466855,1.328040914181258,,,
-0.41824384013182286,-0.24983503923399386,-0.30698145448740916,-0.3965913032817951,-0.3224367508808879,-0.14695911338297635,-0.1758707090816169,-0.1508759152163443,-0.17295668841466855,-0.7545812896230781,,,
